Date,Time,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Temperature,Roadwork and Construction Activity,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index,event name,event type,event importance
06-01-2024,18:45,Whitefield,Varthur Road,750,44.8,1.34,22.4,15.0,2,169.7,32,95,73,21,Rain,23.4,0,69,63,48,44,35,31,0.913,0.917,0.795,0.795,4,0.114,0.449,3690.37,6.63,119.38,205.53,12.969941,77.75045,8986d882c0bffff,No Event,No Event,0.0
06-01-2024,18:45,BTM Layout,BTM Main Road,448,55.5,1.08,13.1,9.0,0,146.8,6,90,66,25,Clear,29.8,0,692,653,547,518,385,280,0.944,0.947,0.743,0.743,105,0.273,0.405,50759.57,6.12,111.59,1713.6,12.911673,77.614754,8986d886e1bffff,Yoga Drive  BTM Layout,Local,0.26
06-01-2024,20:00,Jayanagar,30th Cross Road,1273,41.5,1.45,30.8,25.5,1,168.7,47,86,87,18,Clear,29.1,0,400,350,214,201,175,139,0.875,0.939,0.871,0.871,36,0.206,0.347,8924.89,3.5,66.87,486.5,12.925834,77.585989,8986d886877ffff,Weekend Food Fest  Jayanagar,Local,0.23
06-01-2024,20:00,Marathahalli,Old Airport Road,762,39.8,1.51,25.0,15.2,0,173.0,37,92,59,4,Light Rain,22.1,0,31,27,21,20,12,11,0.871,0.952,0.6,0.6,1,0.083,0.355,819.51,4.41,88.48,48.51,12.949878,77.69759,8986d8874c7ffff,No Event,No Event,0.0
06-01-2024,20:15,MG Road,MG Road,923,45.9,1.31,24.0,18.5,0,155.2,24,83,28,12,Storm,18.4,0,546,516,347,333,266,212,0.945,0.96,0.799,0.799,54,0.203,0.388,29276.45,5.07,122.85,1074.84,12.976004,77.606737,8986d884537ffff,No Event,No Event,0.0
06-01-2024,22:15,HSR Layout,Agara Junction,285,51.5,1.17,13.0,5.7,1,147.5,5,85,63,2,Fog,19.6,0,386,374,282,280,236,176,0.969,0.993,0.843,0.843,60,0.254,0.456,45040.44,8.71,167.44,1532.96,12.913374,77.635483,8986dd4960fffff,Classical Music Recital  HSR Layout,Cultural,0.55
07-01-2024,00:15,Hebbal,Nagawara Junction,102,46.1,1.3,13.3,2.0,2,143.3,10,92,40,34,Rain,22.9,0,95,89,70,61,40,38,0.937,0.871,0.656,0.656,2,0.05,0.4,1630.41,6.05,139.36,229.9,13.028951,77.592978,8986dd48273ffff,Neighborhood Festivity  Hebbal,Cultural,0.22
07-01-2024,00:45,Basavanagudi,Sajjan Rao Circle,122,52.9,1.13,10.1,2.4,1,148.2,21,92,56,10,Clear,31.7,0,579,501,352,294,222,213,0.865,0.835,0.755,0.755,9,0.041,0.368,56313.83,5.15,106.41,1096.95,12.945194,77.575497,8986d886983ffff,Major Bengaluru Event  Basavanagudi,Local,0.82
07-01-2024,09:15,Yeshwanthpur,Orion Mall Road,664,47.8,1.26,19.7,13.3,1,165.1,44,90,69,40,Clear,32.4,0,47,41,39,34,24,18,0.872,0.872,0.706,0.706,6,0.25,0.383,833.85,7.17,148.9,129.06,13.021283,77.553891,8986d8b3443ffff,No Event,No Event,0.0
07-01-2024,09:15,Rajajinagar,Chord Road,483,41.9,1.43,20.3,9.7,1,163.0,36,84,62,1,Cloudy,24.9,0,259,243,214,195,118,103,0.938,0.911,0.605,0.605,15,0.127,0.398,4941.01,6.94,113.5,714.82,12.992372,77.551166,8986dd49d67ffff,No Event,No Event,0.0
07-01-2024,10:00,Banashankari,Kanakapura Road,763,44.0,1.36,22.9,15.3,1,176.7,27,98,55,35,Clear,29.4,0,88,76,53,43,31,28,0.864,0.811,0.721,0.721,3,0.097,0.318,2288.06,4.55,88.62,127.4,12.92234,77.568681,8986dd49a87ffff,Theatre Night  Banashankari,Cultural,0.51
07-01-2024,10:30,Yeshwanthpur,Yeshwanthpur Circle,575,52.5,1.14,16.2,11.5,2,147.2,45,84,33,11,Clear,30.5,0,272,248,226,202,164,152,0.912,0.894,0.812,0.812,12,0.073,0.559,9378.33,8.3,123.67,1261.6,13.022581,77.549194,8986d884b13ffff,Farmers Market  Yeshwanthpur,Local,0.24
07-01-2024,14:00,Marathahalli,Marathahalli Bridge,159,44.4,1.35,14.9,3.2,1,157.6,10,95,86,35,Clear,29.5,0,300,278,209,172,122,97,0.927,0.823,0.709,0.709,25,0.205,0.323,8707.49,5.88,113.41,570.36,12.945551,77.701383,8986d894e5bffff,Neighborhood Event  Marathahalli,No Event,0.06
07-01-2024,17:00,HSR Layout,Outer Ring Road,923,58.4,1.03,17.8,18.5,2,153.1,31,99,64,38,Clear,29.7,0,801,695,682,579,519,376,0.868,0.849,0.896,0.896,143,0.276,0.469,64437.46,4.89,107.17,1838.64,12.907089,77.636845,8986d88440bffff,City Cultural Event  HSR Layout,Local,0.5
07-01-2024,18:00,BTM Layout,Outer Ring Road,636,53.8,1.12,16.4,12.7,0,134.3,19,88,36,23,Clear,28.5,0,736,687,594,554,456,366,0.933,0.933,0.823,0.823,90,0.197,0.497,62970.84,8.13,145.57,2975.58,12.910772,77.60794,8986dd49027ffff,Local Band Night  BTM Layout,Concert,0.36
07-01-2024,18:15,Basavanagudi,Gandhi Bazaar Main Road,786,49.1,1.22,20.7,15.7,0,162.7,15,89,27,24,Cloudy,27.6,0,293,268,241,196,164,152,0.915,0.813,0.837,0.837,12,0.073,0.519,7893.37,2.68,99.04,407.36,12.941844,77.570185,8986dd49a57ffff,City Cultural Event  Basavanagudi,Local,0.45
07-01-2024,18:30,Jayanagar,30th Cross Road,739,51.7,1.16,18.8,14.8,0,157.1,25,85,78,34,Clear,30.9,0,429,387,274,268,257,181,0.902,0.978,0.959,0.959,76,0.296,0.422,36479.23,7.39,116.89,1337.59,12.925834,77.585989,8986d886877ffff,City Cultural Event  Jayanagar,Sports,0.67
07-01-2024,18:30,MG Road,MG Road,1024,36.9,1.63,29.9,20.5,2,161.3,47,88,87,30,Storm,20.8,1,999,957,772,676,625,520,0.958,0.876,0.925,0.925,105,0.168,0.521,101197.16,4.08,116.82,2121.6,12.976004,77.606737,8986d884537ffff,NH7 Weekender  MG Road,Concert,0.53
07-01-2024,20:30,Ulsoor,Old Madras Road,855,55.8,1.08,18.2,17.1,1,147.1,15,99,29,16,Clear,30.4,1,466,449,437,354,220,154,0.964,0.81,0.621,0.621,66,0.3,0.33,9103.48,2.31,89.25,355.74,12.984844,77.616614,8986dd49267ffff,Theatre Night  Ulsoor,Cultural,0.49
07-01-2024,22:30,Jayanagar,30th Cross Road,402,40.9,1.47,19.8,8.0,0,168.5,13,92,62,23,Clear,32.0,0,482,421,378,365,361,345,0.873,0.966,0.989,0.989,16,0.044,0.716,52002.98,4.06,91.14,1400.7,12.925834,77.585989,8986d886877ffff,RockFusion Live Show  Jayanagar,Concert,0.59
08-01-2024,00:15,JP Nagar,15th Cross Road,268,55.8,1.08,10.6,5.4,2,147.9,12,87,72,12,Clear,32.7,1,169,156,107,93,60,49,0.923,0.869,0.645,0.645,11,0.183,0.29,4885.85,7.5,132.12,367.5,12.889746,77.584255,8986d884cc7ffff,Classical Music Recital  JP Nagar,Cultural,0.4
08-01-2024,00:45,Banashankari,Kanakapura Road,309,50.3,1.19,13.9,6.2,1,154.2,37,93,48,18,Clear,29.6,0,165,157,154,124,90,68,0.952,0.805,0.726,0.726,22,0.244,0.412,9674.99,5.25,132.83,357.0,12.92234,77.568681,8986dd49a87ffff,Folk Dance Evening  Banashankari,Cultural,0.59
08-01-2024,08:00,JP Nagar,JP Nagar 7th Phase,1239,36.4,1.65,32.9,24.8,0,177.5,32,83,42,38,Clear,28.8,0,160,144,126,113,102,81,0.9,0.897,0.903,0.903,21,0.206,0.506,11586.67,5.74,101.93,464.94,12.888822,77.578922,8986d886d67ffff,City Cultural Event  JP Nagar,Sports,0.62
08-01-2024,09:15,Indiranagar,Old Madras Road,1689,39.5,1.52,37.2,33.8,0,159.5,23,99,24,56,Clear,33.0,1,231,211,205,190,154,151,0.913,0.927,0.811,0.811,3,0.019,0.654,23893.42,2.99,100.46,451.49,12.97664,77.646643,8986d887137ffff,City Cultural Event  Indiranagar,Sports,0.47
08-01-2024,09:15,Banashankari,Kanakapura Road,1031,22.5,2.67,37.2,20.6,1,194.7,29,93,88,13,Fog,19.7,0,325,288,251,249,172,161,0.886,0.992,0.691,0.691,11,0.064,0.495,6888.02,8.83,131.74,1421.63,12.92234,77.568681,8986dd49a87ffff,City Cultural Event  Banashankari,Local,0.56
08-01-2024,09:45,Hebbal,Bellary Road,557,56.5,1.06,14.0,11.1,0,145.6,25,98,71,12,Fog,20.5,0,854,761,470,439,382,303,0.891,0.934,0.87,0.87,79,0.207,0.355,63227.98,3.68,116.0,1115.04,13.033853,77.589136,8986d88412fffff,NH7 Weekender  Hebbal,Concert,0.61
08-01-2024,09:45,Banashankari,Kanakapura Road,407,49.0,1.22,15.8,8.1,0,145.2,9,83,95,12,Clear,32.7,0,138,118,109,89,71,52,0.855,0.817,0.798,0.798,19,0.268,0.377,1565.04,5.12,82.54,266.24,12.92234,77.568681,8986dd49a87ffff,No Event,No Event,0.0
08-01-2024,14:45,Electronic City,Wipro Gate,248,54.8,1.09,10.8,5.0,1,152.1,10,89,67,37,Clear,29.5,1,519,474,391,353,333,299,0.913,0.903,0.943,0.943,34,0.102,0.576,54970.63,3.23,76.22,965.77,12.839326,77.666968,8986d894bd7ffff,Folk Dance Evening  Electronic City,Cultural,0.67
08-01-2024,17:30,Ulsoor,Murphy Town Road,445,46.1,1.3,17.7,8.9,2,157.0,52,91,77,33,Clear,30.1,0,222,205,141,133,109,97,0.923,0.943,0.82,0.82,12,0.11,0.437,6038.03,5.01,132.36,485.97,12.985277,77.622429,8986dd490c7ffff,Community Art Showcase  Ulsoor,Exhibition,0.33
08-01-2024,20:15,Banashankari,Outer Ring Road,1015,50.3,1.19,23.0,20.3,0,141.2,37,97,20,14,Rain,23.9,1,865,838,821,776,644,589,0.969,0.945,0.83,0.83,55,0.085,0.681,114395.56,3.27,111.83,1926.03,12.916347,77.566512,8986dd49abbffff,"RCB Premier Match  M. Chinnaswamy Stadium, Banashankari",Sports,0.74
08-01-2024,20:30,HSR Layout,Agara Junction,1207,44.3,1.35,28.5,24.1,1,163.8,27,95,22,34,Light Rain,25.6,0,588,552,518,437,432,348,0.939,0.844,0.989,0.989,84,0.194,0.592,83374.15,6.71,134.12,2335.08,12.913374,77.635483,8986dd4960fffff,Major Bengaluru Event  HSR Layout,Local,0.91
08-01-2024,20:45,KR Puram,KR Puram Hanging Bridge,615,42.2,1.42,21.9,12.3,0,171.8,50,88,53,36,Fog,18.6,0,423,389,238,204,131,114,0.92,0.857,0.642,0.642,17,0.13,0.27,17208.57,5.29,121.34,603.06,13.006038,77.699664,8986d895d73ffff,No Event,No Event,0.0
09-01-2024,08:00,HSR Layout,17th Cross Road,501,53.2,1.13,14.9,10.0,0,164.6,28,85,56,35,Light Rain,23.9,1,151,130,122,104,77,69,0.861,0.852,0.74,0.74,8,0.104,0.457,7666.18,2.14,70.0,147.66,12.910251,77.639594,8986d88653bffff,No Event,No Event,0.0
09-01-2024,09:30,Ulsoor,Ulsoor Lake Road,827,47.4,1.27,22.1,16.5,1,149.8,18,99,71,23,Light Rain,25.8,0,100,96,84,82,66,56,0.96,0.976,0.805,0.805,10,0.152,0.56,7073.85,5.87,122.74,328.72,12.983273,77.617488,8986d886ecfffff,"Global Music Festival  Koramangala Indoor Stadium, Ulsoor",Concert,0.82
09-01-2024,09:45,Malleshwaram,Sampige Road,869,39.3,1.53,26.6,17.4,0,174.0,9,92,93,38,Clear,30.5,0,40,37,36,29,23,18,0.925,0.806,0.793,0.793,5,0.217,0.45,1421.18,2.68,70.23,48.24,13.012711,77.57033,8986d886bb7ffff,No Event,No Event,0.0
09-01-2024,09:45,Rajajinagar,Chord Road,1234,36.9,1.63,32.6,24.7,3,174.1,34,85,79,17,Clear,29.0,0,345,308,264,249,246,200,0.893,0.943,0.988,0.988,46,0.187,0.58,40758.59,5.36,96.82,1072.0,12.992372,77.551166,8986dd49d67ffff,Major Bengaluru Event  Rajajinagar,Local,0.87
09-01-2024,14:30,Malleshwaram,Link Road,176,54.7,1.1,9.9,3.5,0,156.9,33,90,45,32,Clear,31.4,0,276,237,157,129,109,77,0.859,0.822,0.845,0.845,32,0.294,0.279,4797.96,2.22,83.99,170.94,13.013509,77.577727,8986d884c07ffff,No Event,No Event,0.0
09-01-2024,14:45,Yeshwanthpur,Orion Mall Road,174,59.5,1.01,7.5,3.5,2,145.0,9,99,85,31,Clear,28.6,1,427,380,367,338,334,236,0.89,0.921,0.988,0.988,98,0.293,0.553,34274.72,5.01,87.1,1182.36,13.021283,77.553891,8986d8b3443ffff,Classical Music Recital  Yeshwanthpur,Cultural,0.6
09-01-2024,14:45,BTM Layout,Madiwala Road,96,45.0,1.33,13.7,1.9,0,172.6,40,97,33,9,Storm,21.4,0,106,93,63,59,42,30,0.877,0.937,0.712,0.712,12,0.286,0.283,3560.41,7.43,113.44,222.9,12.90537,77.6081,8986d886c0bffff,No Event,No Event,0.0
09-01-2024,17:00,Rajajinagar,Dr Rajkumar Road,674,59.5,1.01,14.0,13.5,0,151.9,30,99,51,23,Clear,29.8,0,277,265,161,157,144,117,0.957,0.975,0.917,0.917,27,0.188,0.422,6898.57,2.25,91.23,263.25,12.991482,77.551093,8986dd49bc7ffff,No Event,No Event,0.0
09-01-2024,17:30,KR Puram,KR Puram Hanging Bridge,640,52.5,1.14,17.1,12.8,1,148.1,45,84,69,20,Clear,28.6,1,582,520,511,452,307,218,0.893,0.885,0.679,0.679,89,0.29,0.375,9103.71,5.44,115.6,1185.92,13.006038,77.699664,8986d895d73ffff,Community Art Showcase  KR Puram,Exhibition,0.24
09-01-2024,17:45,Basavanagudi,Gandhi Bazaar Main Road,842,52.3,1.15,19.8,16.8,1,148.0,37,80,51,8,Light Rain,23.0,0,431,409,389,351,327,255,0.949,0.902,0.932,0.932,72,0.22,0.592,23887.85,2.28,90.13,581.4,12.941844,77.570185,8986dd49a57ffff,No Event,No Event,0.0
09-01-2024,18:15,Jayanagar,30th Cross Road,769,51.6,1.16,19.2,15.4,0,149.1,31,99,68,1,Cloudy,24.5,0,888,822,618,523,407,290,0.926,0.846,0.778,0.778,117,0.287,0.327,106184.53,9.68,165.98,2807.2,12.925834,77.585989,8986d886877ffff,Karaga Festival Parade  Jayanagar,Cultural,0.9
09-01-2024,18:45,BTM Layout,Silk Board Junction,757,48.3,1.24,20.7,15.1,1,159.0,44,97,62,32,Clear,32.4,1,113,103,91,78,71,66,0.912,0.857,0.91,0.91,5,0.07,0.584,6816.17,4.92,91.11,324.72,12.904185,77.615372,8986d886e1bffff,No Event,No Event,0.0
09-01-2024,18:45,KR Puram,KR Puram Hanging Bridge,454,46.9,1.28,17.5,9.1,1,165.9,54,81,67,36,Clear,32.8,1,153,144,122,106,72,60,0.941,0.869,0.679,0.679,12,0.167,0.392,2763.87,2.16,94.46,129.6,13.006038,77.699664,8986d895d73ffff,No Event,No Event,0.0
09-01-2024,20:00,Basavanagudi,DVG Road,485,48.4,1.24,17.1,9.7,1,161.6,21,85,24,29,Clear,29.7,0,586,564,516,503,299,242,0.962,0.975,0.594,0.594,57,0.191,0.413,43062.21,5.18,108.55,1253.56,12.943109,77.568541,8986dd49a0bffff,City Cultural Event  Basavanagudi,Local,0.45
09-01-2024,22:30,HSR Layout,Agara Junction,426,52.2,1.15,14.4,8.5,0,135.5,39,88,53,20,Storm,18.1,0,472,441,338,322,251,223,0.934,0.953,0.78,0.78,28,0.112,0.472,75082.54,6.22,147.07,1387.06,12.913374,77.635483,8986dd4960fffff,"Bengaluru Tech Summit  Palace Grounds, HSR Layout",Exhibition,0.84
09-01-2024,22:45,MG Road,Residency Road,371,52.6,1.14,13.5,7.4,1,142.2,43,80,88,39,Clear,28.6,1,360,330,227,214,117,100,0.917,0.943,0.547,0.547,17,0.145,0.278,11591.3,5.21,104.82,521.0,12.973762,77.606938,8986d886e6fffff,No Event,No Event,0.0
10-01-2024,00:30,Whitefield,Varthur Road,203,66.0,1.0,4.6,4.1,2,152.6,25,84,20,19,Clear,29.8,0,218,195,182,170,104,89,0.894,0.934,0.612,0.612,15,0.144,0.408,12316.86,6.88,116.63,612.32,12.969941,77.75045,8986d882c0bffff,Neighborhood Event  Whitefield,No Event,0.16
10-01-2024,08:30,BTM Layout,BTM Main Road,1008,47.7,1.26,24.3,20.2,1,148.5,9,80,81,26,Clear,28.1,0,223,193,183,147,98,86,0.865,0.803,0.667,0.667,12,0.122,0.386,8661.6,6.67,97.1,573.62,12.911673,77.614754,8986d886e1bffff,No Event,No Event,0.0
10-01-2024,08:45,Banashankari,Banashankari Temple Road,636,59.2,1.01,13.7,12.7,1,149.6,28,84,38,28,Clear,29.9,0,999,913,743,692,500,464,0.914,0.931,0.723,0.723,36,0.072,0.464,83567.48,6.23,142.71,2890.72,12.916818,77.575111,8986d886983ffff,"Global Music Festival  Koramangala Indoor Stadium, Banashankari",Concert,0.71
10-01-2024,09:45,Marathahalli,Old Airport Road,1409,53.6,1.12,26.5,28.2,1,143.6,35,81,24,19,Clear,32.9,0,817,793,491,416,289,266,0.971,0.847,0.695,0.695,23,0.08,0.326,61904.22,7.16,129.08,1904.56,12.949878,77.69759,8986d8874c7ffff,"Bengaluru Tech Summit  Palace Grounds, Marathahalli",Exhibition,0.71
10-01-2024,09:45,Basavanagudi,KR Road,1115,62.0,1.0,18.5,22.3,0,153.7,44,86,91,22,Clear,31.9,0,408,358,240,196,176,166,0.877,0.817,0.898,0.898,10,0.057,0.407,40793.23,9.12,157.69,1513.92,12.938978,77.572833,8986dd49c6fffff,"Global Music Festival  Koramangala Indoor Stadium, Basavanagudi",Concert,0.75
10-01-2024,10:00,Indiranagar,Old Madras Road,1451,45.3,1.32,31.2,29.0,0,155.8,27,90,24,53,Clear,32.2,0,999,864,853,716,708,661,0.865,0.839,0.989,0.989,47,0.066,0.662,115465.28,4.76,106.53,3146.36,12.97664,77.646643,8986d887137ffff,Karaga Festival Parade  Indiranagar,Cultural,0.7
10-01-2024,10:15,Malleshwaram,Sampige Road,427,43.2,1.39,19.0,8.5,0,164.3,35,82,32,40,Storm,18.8,0,85,76,72,62,48,47,0.894,0.861,0.774,0.774,1,0.021,0.553,1442.29,4.33,92.11,203.51,13.012711,77.57033,8986d886bb7ffff,No Event,No Event,0.0
10-01-2024,10:45,BTM Layout,Outer Ring Road,1188,41.2,1.46,29.8,23.8,1,167.0,29,87,60,22,Cloudy,27.9,1,648,569,521,502,465,353,0.878,0.964,0.926,0.926,112,0.241,0.545,41491.41,2.46,88.73,868.38,12.910772,77.60794,8986dd49027ffff,City Cultural Event  BTM Layout,Sports,0.68
10-01-2024,14:00,Rajajinagar,Industrial Town Road,288,53.7,1.12,11.9,5.8,0,151.2,6,86,91,39,Clear,32.2,1,710,664,563,489,484,346,0.935,0.869,0.99,0.99,138,0.285,0.487,62207.01,4.89,100.89,1691.94,12.992022,77.547103,8986d8b34abffff,"Bengaluru Tech Summit  Palace Grounds, Rajajinagar",Exhibition,0.94
10-01-2024,17:30,BTM Layout,Outer Ring Road,1060,42.1,1.43,27.7,21.2,0,174.4,31,96,52,8,Fog,19.2,0,889,861,813,717,561,516,0.969,0.882,0.782,0.782,45,0.08,0.58,139055.23,8.57,168.04,4422.12,12.910772,77.60794,8986dd49027ffff,"Bengaluru Tech Summit  Palace Grounds, BTM Layout",Exhibition,0.78
10-01-2024,18:15,Electronic City,Hosur Road,614,59.7,1.01,13.1,12.3,1,153.4,42,96,89,37,Clear,31.9,0,229,217,135,133,115,109,0.948,0.985,0.865,0.865,6,0.052,0.476,15187.6,4.05,75.8,441.45,12.831413,77.675142,8986d887557ffff,City Cultural Event  Electronic City,Local,0.54
10-01-2024,22:30,Koramangala,Intermediate Ring Road,413,51.8,1.16,14.5,8.3,0,139.2,28,84,61,19,Cloudy,25.4,0,596,566,438,370,244,184,0.95,0.845,0.659,0.659,60,0.246,0.309,25271.52,3.83,81.4,704.72,12.929295,77.613727,8986d886ccfffff,Bollywood Beats Concert  Koramangala,Concert,0.65
11-01-2024,00:30,Malleshwaram,Margosa Road,236,59.8,1.0,8.2,4.7,1,156.8,35,93,57,34,Clear,32.3,0,475,445,359,309,209,163,0.937,0.861,0.676,0.676,46,0.22,0.343,8721.43,4.78,110.12,779.14,13.013137,77.573623,8986d884c6fffff,RockFusion Live Show  Malleshwaram,Concert,0.66
11-01-2024,08:00,Electronic City,Neeladri Road,897,54.5,1.1,19.4,17.9,0,154.3,26,82,77,10,Cloudy,27.9,0,379,348,249,200,181,148,0.918,0.803,0.905,0.905,33,0.182,0.391,12390.13,2.7,85.37,399.6,12.837597,77.670298,8986d8873d7ffff,No Event,No Event,0.0
11-01-2024,08:15,MG Road,Brigade Road,1656,42.9,1.4,35.1,33.1,0,178.6,13,91,26,28,Clear,31.4,0,144,135,94,85,79,60,0.938,0.904,0.929,0.929,19,0.241,0.417,4671.93,6.67,141.43,400.2,12.972323,77.607471,8986d884537ffff,Art & Design Fair  MG Road,Exhibition,0.51
11-01-2024,08:30,Whitefield,ITPL Main Road,1530,35.2,1.7,37.3,30.6,1,154.8,61,99,25,19,Clear,29.4,0,742,696,456,402,267,210,0.938,0.882,0.664,0.664,57,0.213,0.283,16596.98,3.52,73.14,739.2,12.972544,77.75054,8986d882c0bffff,Temple Celebration  Whitefield,Local,0.21
11-01-2024,08:45,HSR Layout,27th Main Road,947,34.1,1.76,30.3,18.9,0,170.6,30,83,30,5,Rain,23.1,0,276,255,174,167,123,103,0.924,0.96,0.737,0.737,20,0.163,0.373,8032.35,7.75,117.69,798.25,12.90854,77.645012,8986d88626fffff,No Event,No Event,0.0
11-01-2024,09:00,Indiranagar,CMH Road,631,50.4,1.19,18.0,12.6,1,144.9,29,95,69,23,Light Rain,25.2,0,999,911,770,727,719,645,0.912,0.944,0.989,0.989,74,0.103,0.646,192030.43,8.66,168.12,5585.7,12.971032,77.643665,8986d88449bffff,"RCB Premier Match  M. Chinnaswamy Stadium, Indiranagar",Sports,0.82
11-01-2024,09:15,Jayanagar,South End Circle,1504,31.9,1.88,38.6,30.1,1,176.7,12,94,95,31,Light Rain,25.3,0,608,537,426,408,326,243,0.883,0.958,0.799,0.799,83,0.255,0.4,53093.22,7.67,141.92,1863.81,12.925111,77.587405,8986dd49ec7ffff,City Cultural Event  Jayanagar,Local,0.61
11-01-2024,09:15,Malleshwaram,Margosa Road,550,52.8,1.14,15.8,11.0,1,155.6,32,91,66,29,Cloudy,25.7,1,554,473,357,324,283,205,0.854,0.908,0.873,0.873,78,0.276,0.37,22187.79,3.77,77.55,772.85,13.013137,77.573623,8986d884c6fffff,Neighborhood Festivity  Malleshwaram,Sports,0.23
11-01-2024,17:30,BTM Layout,Silk Board Junction,932,61.5,1.0,16.4,18.6,1,149.4,20,85,31,26,Clear,28.2,0,576,511,377,315,295,258,0.887,0.836,0.937,0.937,37,0.125,0.448,61937.64,8.78,176.93,2265.24,12.904185,77.615372,8986d886e1bffff,"Bengaluru Tech Summit  Palace Grounds, BTM Layout",Exhibition,0.84
11-01-2024,17:30,Jayanagar,9th Main Road,682,46.9,1.28,20.4,13.6,1,163.3,19,80,30,39,Clear,31.1,0,417,379,334,276,211,175,0.909,0.826,0.764,0.764,36,0.171,0.42,43070.64,10.03,163.49,1755.25,12.920951,77.594044,8986d88412bffff,"RCB Premier Match  M. Chinnaswamy Stadium, Jayanagar",Sports,0.89
11-01-2024,17:45,Yeshwanthpur,Tumkur Road,443,44.9,1.34,18.3,8.9,0,174.9,34,85,93,33,Clear,30.0,0,360,309,245,205,178,152,0.858,0.837,0.868,0.868,26,0.146,0.422,15403.56,2.26,62.41,343.52,13.02128,77.545858,8986dd49b7bffff,City Cultural Event  Yeshwanthpur,Local,0.41
11-01-2024,20:45,Indiranagar,Old Madras Road,1035,21.9,2.74,37.5,20.7,1,216.0,1,82,27,17,Light Rain,23.1,0,568,513,344,300,154,128,0.903,0.872,0.513,0.513,26,0.169,0.225,6505.3,2.52,62.78,322.56,12.97664,77.646643,8986d887137ffff,No Event,No Event,0.0
12-01-2024,00:15,Whitefield,Whitefield Main Road,173,63.2,1.0,5.6,3.5,0,154.3,17,91,56,14,Cloudy,26.5,0,645,571,564,479,474,361,0.885,0.849,0.99,0.99,113,0.238,0.56,56919.88,4.0,112.31,1444.0,12.969828,77.748407,8986d882e3bffff,NH7 Weekender  Whitefield,Concert,0.46
12-01-2024,08:00,HSR Layout,Outer Ring Road,426,64.8,1.0,8.1,8.5,0,157.6,25,97,24,19,Clear,31.5,0,369,325,195,180,160,137,0.881,0.923,0.889,0.889,23,0.144,0.371,12113.55,2.7,105.87,369.9,12.907089,77.636845,8986d88440bffff,No Event,No Event,0.0
12-01-2024,08:00,JP Nagar,15th Cross Road,1115,47.1,1.27,25.9,22.3,0,151.1,23,93,43,33,Clear,32.7,0,65,56,42,37,36,26,0.862,0.881,0.973,0.973,10,0.278,0.4,2833.33,4.46,124.73,115.96,12.889746,77.584255,8986d884cc7ffff,Theatre Night  JP Nagar,Cultural,0.49
12-01-2024,09:00,Basavanagudi,Sajjan Rao Circle,500,47.6,1.26,17.7,10.0,0,154.5,5,84,49,5,Cloudy,24.1,0,227,202,125,103,63,53,0.89,0.824,0.612,0.612,10,0.159,0.233,5816.59,3.79,74.47,200.87,12.945194,77.575497,8986d886983ffff,Neighborhood Event  Basavanagudi,No Event,0.13
12-01-2024,10:45,Hebbal,Outer Ring Road,839,43.9,1.37,24.0,16.8,0,156.8,38,96,82,39,Clear,31.4,0,740,651,639,577,571,523,0.88,0.903,0.99,0.99,48,0.084,0.707,104928.21,4.39,118.29,2295.97,13.038659,77.593581,8986d886abbffff,Major Bengaluru Event  Hebbal,Local,0.83
12-01-2024,20:30,Yeshwanthpur,Outer Ring Road,518,44.7,1.34,19.4,10.4,0,178.8,26,93,73,25,Clear,31.1,0,212,200,192,177,114,104,0.943,0.922,0.644,0.644,10,0.088,0.491,13377.57,4.24,88.24,440.96,13.020297,77.552105,8986d8b3413ffff,Classical Music Recital  Yeshwanthpur,Cultural,0.43
12-01-2024,22:15,Electronic City,Velankani Junction,367,54.6,1.1,12.5,7.3,2,155.2,23,94,37,5,Clear,29.0,1,304,275,176,169,144,123,0.905,0.96,0.852,0.852,21,0.146,0.405,29328.26,5.34,131.67,656.82,12.836427,77.669637,8986d8875a3ffff,City Cultural Event  Electronic City,Sports,0.57
13-01-2024,00:15,KR Puram,KR Puram Hanging Bridge,187,64.1,1.0,5.4,3.7,0,158.8,32,86,28,35,Cloudy,27.7,0,259,234,219,198,158,130,0.903,0.904,0.798,0.798,28,0.177,0.502,6277.28,3.3,99.66,429.0,13.006038,77.699664,8986d895d73ffff,No Event,No Event,0.0
13-01-2024,00:45,MG Road,MG Road,157,49.0,1.22,12.5,3.1,1,160.4,25,90,39,25,Clear,28.7,1,605,532,341,285,192,181,0.879,0.836,0.674,0.674,11,0.057,0.299,24015.01,6.04,113.18,1093.24,12.976004,77.606737,8986d884537ffff,No Event,No Event,0.0
